"state_abbr","state_fips","county_fips","county_name","tract_code","stcotr_fips","city_name","metric_name","metric_number","group_name","group_number","num","denom","est","lci","uci","data_yr_type","geo_level","date_export","version"
DC,11,001,District of Columbia,007100,11001007100,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007200,11001007200,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007301,11001007301,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.7,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007304,11001007304,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.7,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007401,11001007401,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007403,11001007403,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.8,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007404,11001007404,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.8,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007406,11001007406,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.8,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007407,11001007407,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.8,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007408,11001007408,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.8,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007409,11001007409,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.8,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007502,11001007502,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.8,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007503,11001007503,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007504,11001007504,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007601,11001007601,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007603,11001007603,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.8,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007604,11001007604,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007605,11001007605,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007703,11001007703,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007707,11001007707,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007708,11001007708,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007709,11001007709,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007803,11001007803,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007804,11001007804,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007806,11001007806,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007807,11001007807,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007808,11001007808,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007809,11001007809,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007901,11001007901,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,007903,11001007903,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,008001,11001008001,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,008002,11001008002,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,008100,11001008100,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,008200,11001008200,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,008301,11001008301,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,008302,11001008302,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,008402,11001008402,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,008410,11001008410,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,008701,11001008701,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,008702,11001008702,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,008802,11001008802,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,008803,11001008803,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,008804,11001008804,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,008903,11001008903,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,008904,11001008904,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009000,11001009000,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009102,11001009102,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009201,11001009201,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009203,11001009203,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009204,11001009204,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009301,11001009301,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009302,11001009302,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009400,11001009400,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009501,11001009501,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009503,11001009503,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009504,11001009504,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009505,11001009505,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.2,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009507,11001009507,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.2,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009508,11001009508,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.2,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009509,11001009509,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009601,11001009601,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009602,11001009602,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009603,11001009603,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009604,11001009604,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009700,11001009700,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.7,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009801,11001009801,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.7,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009802,11001009802,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.7,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009803,11001009803,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.7,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009804,11001009804,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.7,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009807,11001009807,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.7,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009810,11001009810,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.6,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009811,11001009811,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.7,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009901,11001009901,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009902,11001009902,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009903,11001009903,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009904,11001009904,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009905,11001009905,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009906,11001009906,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,009907,11001009907,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,010100,11001010100,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,010200,11001010200,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,010300,11001010300,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10.2,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,010400,11001010400,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.8,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,010500,11001010500,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,010600,11001010600,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,010700,11001010700,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,010800,11001010800,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,010900,11001010900,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.6,-999,-999,2015,tract,2019-09-19,7.1
DC,11,001,District of Columbia,011000,11001011000,Washington,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
